Webpage_id,Domain,Url,Tag,Crawled_at
35,kompas.com,https://inside.kompas.com/suratpembaca,non-gambling,2026-04-27 11:02:48
36,blibli.com,https://www.blibli.com/promosi/sport-wellness,non-gambling,2026-04-27 11:02:48
37,us.shein.com,https://us.shein.com/recommendselection/curve-sc-017172964.html,non-gambling,2026-04-27 11:02:48
38,blibli.com,https://www.blibli.com/promosi/blibli-affiliate,non-gambling,2026-04-27 11:02:49
39,tokopedia.com,https://www.tokopedia.com/hp,non-gambling,2026-04-27 11:02:49
40,blibli.com,https://www.blibli.com/promosi/blibli-tukar-tambah,non-gambling,2026-04-27 11:02:50
41,us.shein.com,https://us.shein.com/recommendselection/men-clothing-sc-017172963.html,non-gambling,2026-04-27 11:02:50
42,tokopedia.com,https://tokopedia.com/discovery/deals,non-gambling,2026-04-27 11:02:50
43,blibli.com,https://www.blibli.com/keuangan,non-gambling,2026-04-27 11:02:51
44,blibli.com,https://www.blibli.com/promosi/blibli-tiket-paylater,non-gambling,2026-04-27 11:02:53
45,us.shein.com,https://us.shein.com/recommendselection/shoes-sc-017172966.html,non-gambling,2026-04-27 11:02:53
46,detik.com,https://sport.detik.com/sepakbola,non-gambling,2026-04-27 11:02:53
47,tokopedia.com,https://www.tokopedia.com/official-store,non-gambling,2026-04-27 11:02:54
48,blibli.com,https://www.blibli.com/promosi/bank-promo,non-gambling,2026-04-27 11:02:54
49,us.shein.com,https://us.shein.com/recommendselection/underwear-sleepwear-sc-017172965.html,non-gambling,2026-04-27 11:02:55
50,blibli.com,https://www.blibli.com/promosi/home-living,non-gambling,2026-04-27 11:02:55
51,tokopedia.com,https://www.tokopedia.com/pulsa,non-gambling,2026-04-27 11:02:56
52,blibli.com,https://www.blibli.com/exclusive/kke-bliblihealth,non-gambling,2026-04-27 11:02:56
53,kompas.com,https://www.kompas.com/topik-pilihan/list/7782/kalbe-health-corner,non-gambling,2026-04-27 11:02:56
54,us.shein.com,https://us.shein.com/recommendselection/home-kitchen-sc-017185546.html,non-gambling,2026-04-27 11:02:57
55,blibli.com,https://www.blibli.com/promosi/zona-member-baru,non-gambling,2026-04-27 11:02:58
56,tokopedia.com,https://www.tokopedia.com/donasi-online/tokopedia-salam,non-gambling,2026-04-27 11:02:59
57,blibli.com,https://blibli.com/p/laf-project-tom-tom-sepatu-anak-laki-laki-perempuan-sekolah-sneakers-casual/is--uml-60089-00057-00019,non-gambling,2026-04-27 11:02:59
58,us.shein.com,https://us.shein.com/recommendselection/jewelry-accessories-sc-017291431.html,non-gambling,2026-04-27 11:02:59
59,tokopedia.com,https://www.tokopedia.com/help,non-gambling,2026-04-27 11:03:00
60,blibli.com,https://blibli.com/p/new-balance-500-brown-sepatu-sneakers-pria-gm500ros/is--snf-60027-19757-00005,non-gambling,2026-04-27 11:03:00
61,kompas.com,https://kolom.kompas.com/kolumnis,non-gambling,2026-04-27 11:03:01
62,kompas.com,https://kolom.kompas.com/search,non-gambling,2026-04-27 11:03:01
63,us.shein.com,https://us.shein.com/recommendselection/beauty-health-sc-017172970.html,non-gambling,2026-04-27 11:03:01
64,tokopedia.com,https://tokopedia.com/about/our-story,non-gambling,2026-04-27 11:03:01
65,blibli.com,https://blibli.com/p/benz-premium-hss-holesaw-besi-32-35-38-40-42-45-50-55-60-65-70-75-mm-hole-saw-mata-bor-kayu-pelubang-steel-titanium-coated/is--inj-70043-08680-00005,non-gambling,2026-04-27 11:03:02
66,kompas.com,https://event.kompas.com/langkahemasbsi,non-gambling,2026-04-27 11:03:02
67,tokopedia.com,https://tokopedia.com/about/our-workplace,non-gambling,2026-04-27 11:03:03
68,detik.com,https://news.detik.com/x,non-gambling,2026-04-27 11:03:03
69,blibli.com,https://blibli.com/p/inochi-shinsen-slider-bag173x248-1l-blue-plastik-pembungkus-makanan-praktis/is--rar-70163-03160-00001,non-gambling,2026-04-27 11:03:03
70,us.shein.com,https://us.shein.com/recommendselection/baby-maternity-sc-017172967.html,non-gambling,2026-04-27 11:03:03
71,kompas.com,https://cahaya.kompas.com/aktual,non-gambling,2026-04-27 11:03:03
72,kompas.com,https://cahaya.kompas.com/doa-dan-niat,non-gambling,2026-04-27 11:03:03
73,kompas.com,https://www.kompas.com/jadwal-sholat,non-gambling,2026-04-27 11:03:03
74,kompas.com,https://www.kompas.com/ramadhan,non-gambling,2026-04-27 11:03:03
75,tokopedia.com,https://tokopedia.com/about/our-business,non-gambling,2026-04-27 11:03:04
76,kompas.com,https://tekno.kompas.com/apps-os,non-gambling,2026-04-27 11:03:04
77,kompas.com,https://tekno.kompas.com/gadget,non-gambling,2026-04-27 11:03:04
78,kompas.com,https://tekno.kompas.com/internet,non-gambling,2026-04-27 11:03:04
79,kompas.com,https://tekno.kompas.com/hardware,non-gambling,2026-04-27 11:03:04
80,kompas.com,https://tekno.kompas.com/business,non-gambling,2026-04-27 11:03:04
81,kompas.com,https://tekno.kompas.com/game,non-gambling,2026-04-27 11:03:04
82,kompas.com,https://tekno.kompas.com/galeri,non-gambling,2026-04-27 11:03:04
83,blibli.com,https://blibli.com/p/monitor-enlight-24enf-b-24-ips-fhd-144hz-1ms/is--blc-60029-14292-00001,non-gambling,2026-04-27 11:03:05
84,tokopedia.com,https://tokopedia.com/about/our-innovation,non-gambling,2026-04-27 11:03:05
85,us.shein.com,https://us.shein.com/recommendselection/bags-luggage-sc-017174546.html,non-gambling,2026-04-27 11:03:05
86,tokopedia.com,https://tokopedia.com/about/our-impact,non-gambling,2026-04-27 11:03:07
87,kompas.com,https://otomotif.kompas.com/news,non-gambling,2026-04-27 11:03:07
88,kompas.com,https://otomotif.kompas.com/mobil,non-gambling,2026-04-27 11:03:07
89,kompas.com,https://otomotif.kompas.com/motor,non-gambling,2026-04-27 11:03:07
90,kompas.com,https://otomotif.kompas.com/sport,non-gambling,2026-04-27 11:03:07
91,kompas.com,https://otomotif.kompas.com/feature,non-gambling,2026-04-27 11:03:07
92,kompas.com,https://otomotif.kompas.com/niaga,non-gambling,2026-04-27 11:03:07
93,kompas.com,https://otomotif.kompas.com/komunitas,non-gambling,2026-04-27 11:03:07
94,kompas.com,https://otomotif.kompas.com/otopedia,non-gambling,2026-04-27 11:03:07
95,kompas.com,https://otomotif.kompas.com/galeri,non-gambling,2026-04-27 11:03:07
96,kompas.com,https://otomotif.kompas.com/merapah,non-gambling,2026-04-27 11:03:07
97,kompas.com,https://otomotif.kompas.com/ev-leadership,non-gambling,2026-04-27 11:03:07
98,kompas.com,https://otomotif.kompas.com/elektrifikasi,non-gambling,2026-04-27 11:03:07
99,kompas.com,https://otomotif.kompas.com/new-energy-vehicles,non-gambling,2026-04-27 11:03:07
100,kompas.com,https://lipsus.kompas.com/pameranotomotifnasional2026,non-gambling,2026-04-27 11:03:07
101,blibli.com,https://blibli.com/p/hannochs-lampu-sorot-led-flood-light-padelton-hfv-200w-cahaya-putih-model-vertical-clear/is--ems-60033-01174-00001,non-gambling,2026-04-27 11:03:07
102,detik.com,https://www.detik.com/edu,non-gambling,2026-04-27 11:03:07
103,detik.com,https://www.detik.com/hikmah,non-gambling,2026-04-27 11:03:07
104,detik.com,https://www.detik.com/properti,non-gambling,2026-04-27 11:03:07
105,detik.com,https://www.detik.com/pop,non-gambling,2026-04-27 11:03:07
106,detik.com,https://www.detik.com/jateng,non-gambling,2026-04-27 11:03:07
107,detik.com,https://www.detik.com/jatim,non-gambling,2026-04-27 11:03:07
108,detik.com,https://www.detik.com/jabar,non-gambling,2026-04-27 11:03:07
109,detik.com,https://www.detik.com/sulsel,non-gambling,2026-04-27 11:03:07
110,detik.com,https://www.detik.com/sumut,non-gambling,2026-04-27 11:03:07
111,detik.com,https://www.detik.com/bali,non-gambling,2026-04-27 11:03:07
112,detik.com,https://www.detik.com/sumbagsel,non-gambling,2026-04-27 11:03:07
113,detik.com,https://www.detik.com/jogja,non-gambling,2026-04-27 11:03:07
114,detik.com,https://www.detik.com/kalimantan,non-gambling,2026-04-27 11:03:07
115,us.shein.com,https://us.shein.com/recommendselection/sports-outdoors-sc-017185553.html,non-gambling,2026-04-27 11:03:07
116,kompas.com,https://bola.kompas.com/timnas-indonesia,non-gambling,2026-04-27 11:03:08
117,kompas.com,https://bola.kompas.com/liga-indonesia,non-gambling,2026-04-27 11:03:08
118,kompas.com,https://bola.kompas.com/liga-inggris,non-gambling,2026-04-27 11:03:08
119,kompas.com,https://bola.kompas.com/liga-italia,non-gambling,2026-04-27 11:03:08
120,kompas.com,https://bola.kompas.com/liga-champions,non-gambling,2026-04-27 11:03:08
121,kompas.com,https://bola.kompas.com/liga-spanyol,non-gambling,2026-04-27 11:03:08
122,kompas.com,https://bola.kompas.com/internasional,non-gambling,2026-04-27 11:03:08
123,kompas.com,https://bola.kompas.com/liga-lain,non-gambling,2026-04-27 11:03:08
124,kompas.com,https://bola.kompas.com/klasemen,non-gambling,2026-04-27 11:03:08
125,kompas.com,https://www.kompas.com/sports,non-gambling,2026-04-27 11:03:08
126,kompas.com,https://www.kompas.com/motogp,non-gambling,2026-04-27 11:03:08
127,kompas.com,https://www.kompas.com/badminton,non-gambling,2026-04-27 11:03:08
128,tokopedia.com,https://tokopedia.com/about/media/press-release,non-gambling,2026-04-27 11:03:08
129,blibli.com,https://blibli.com/p/hannochs-lampu-sorot-led-flood-light-padelton-hfv-200w-cahaya-kuning-model-vertical-clear/is--ems-60033-01170-00001,non-gambling,2026-04-27 11:03:08
130,kompas.com,https://lifestyle.kompas.com/wellness,non-gambling,2026-04-27 11:03:09
131,kompas.com,https://lifestyle.kompas.com/fashion,non-gambling,2026-04-27 11:03:09
132,kompas.com,https://lifestyle.kompas.com/relationship,non-gambling,2026-04-27 11:03:09
133,kompas.com,https://lifestyle.kompas.com/parenting,non-gambling,2026-04-27 11:03:09
134,kompas.com,https://lifestyle.kompas.com/beauty,non-gambling,2026-04-27 11:03:09
135,tokopedia.com,https://tokopedia.com/about/brand-asset,non-gambling,2026-04-27 11:03:09
136,us.shein.com,https://us.shein.com/recommendselection/home-textile-sc-017172972.html,non-gambling,2026-04-27 11:03:10
137,blibli.com,https://blibli.com/p/u3041-olympic-decline-bench/is--lis-70290-00044-00001,non-gambling,2026-04-27 11:03:10
138,tokopedia.com,https://tokopedia.com/about/start-selling,non-gambling,2026-04-27 11:03:10
139,blibli.com,https://blibli.com/p/olympic-bench-decline-commercial-u3041-bangku-fitness-dhz/is--lis-70290-01810-00001,non-gambling,2026-04-27 11:03:11
140,us.shein.com,https://us.shein.com/recommendselection/cell-phones-accessories-sc-017706910.html,non-gambling,2026-04-27 11:03:12
141,tokopedia.com,https://tokopedia.com/careers,non-gambling,2026-04-27 11:03:12
142,blibli.com,https://blibli.com/p/lasona-women-swimwear-sexy-bikini-wanita-srs-2088i-l0761/is--laa-18273-06356-00001,non-gambling,2026-04-27 11:03:13
143,tokopedia.com,https://tokopedia.com/about/contact-us,non-gambling,2026-04-27 11:03:13
144,kompas.com,https://www.kompas.com/tren,non-gambling,2026-04-27 11:03:14
145,blibli.com,https://blibli.com/p/kabel-sata-3-0-vention-kddrd-sata-3-0-cable-0-5-meter-red/is--blc-60029-09448-00001,non-gambling,2026-04-27 11:03:14
146,us.shein.com,https://us.shein.com/recommendselection/electronics-sc-017706908.html,non-gambling,2026-04-27 11:03:14
147,tokopedia.com,https://www.tokopedia.com/help/browse/t-int21-akun-saya,non-gambling,2026-04-27 11:03:14
148,blibli.com,https://blibli.com/p/aviroam-esim-travel-europe-orange-fixed-data/is--avs-70098-00106-00002,non-gambling,2026-04-27 11:03:15
149,tokopedia.com,https://www.tokopedia.com/help/browse/t-int86-pesanan-saya,non-gambling,2026-04-27 11:03:16
150,us.shein.com,https://us.shein.com/recommendselection/toys-games-sc-017172978.html,non-gambling,2026-04-27 11:03:16
151,blibli.com,https://blibli.com/p/setrika-philips-gc-160-gc160-affinia-dry-iron/is--anj-70069-03109-00001,non-gambling,2026-04-27 11:03:17
152,kompas.com,https://money.kompas.com/ekbis,non-gambling,2026-04-27 11:03:17
153,kompas.com,https://money.kompas.com/keuangan,non-gambling,2026-04-27 11:03:17
154,kompas.com,https://money.kompas.com/syariah,non-gambling,2026-04-27 11:03:17
155,kompas.com,https://money.kompas.com/industri,non-gambling,2026-04-27 11:03:17
156,kompas.com,https://money.kompas.com/energi,non-gambling,2026-04-27 11:03:17
157,kompas.com,https://money.kompas.com/karier,non-gambling,2026-04-27 11:03:17
158,kompas.com,https://money.kompas.com/cuan,non-gambling,2026-04-27 11:03:17
159,kompas.com,https://money.kompas.com/belanja,non-gambling,2026-04-27 11:03:17
160,kompas.com,https://kolom.kompas.com/tanya.pajak,non-gambling,2026-04-27 11:03:17
161,tokopedia.com,https://www.tokopedia.com/help/browse/t-int126-pembayaran,non-gambling,2026-04-27 11:03:17
162,tokopedia.com,https://www.tokopedia.com/help/browse/t-int120-pengiriman,non-gambling,2026-04-27 11:03:17
163,tokopedia.com,https://www.tokopedia.com/help/browse/t-int130-pengembalian-dana,non-gambling,2026-04-27 11:03:17
164,tokopedia.com,https://www.tokopedia.com/help/browse/t-int31-komplain-pesanan,non-gambling,2026-04-27 11:03:17
165,tokopedia.com,https://www.tokopedia.com/help/browse/t-int85-promosi,non-gambling,2026-04-27 11:03:17
166,tokopedia.com,https://www.tokopedia.com/mobile-apps,non-gambling,2026-04-27 11:03:17
167,tokopedia.com,https://www.tokopedia.com/about,non-gambling,2026-04-27 11:03:17
168,tokopedia.com,https://www.tokopedia.com/promo,non-gambling,2026-04-27 11:03:17
169,tokopedia.com,https://www.tokopedia.com/discovery/deals,non-gambling,2026-04-27 11:03:17
170,tokopedia.com,https://www.tokopedia.com/promo/category/pulsa,non-gambling,2026-04-27 11:03:17
171,tokopedia.com,https://www.tokopedia.com/digital/nomor-favorit,non-gambling,2026-04-27 11:03:17
172,tokopedia.com,https://www.tokopedia.com/mybills,non-gambling,2026-04-27 11:03:17
173,tokopedia.com,https://www.tokopedia.com/berbagi,non-gambling,2026-04-27 11:03:17
174,tokopedia.com,https://www.tokopedia.com/contact-us,non-gambling,2026-04-27 11:03:17
175,tokopedia.com,https://www.tokopedia.com/mpn,non-gambling,2026-04-27 11:03:17
176,tokopedia.com,https://www.tokopedia.com/paket-data,non-gambling,2026-04-27 11:03:17
177,tokopedia.com,https://www.tokopedia.com/pln,non-gambling,2026-04-27 11:03:17
178,tokopedia.com,https://www.tokopedia.com/top-up,non-gambling,2026-04-27 11:03:17
179,tokopedia.com,https://www.tokopedia.com/angsuran,non-gambling,2026-04-27 11:03:17
180,tokopedia.com,https://www.tokopedia.com/tagihan/telepon,non-gambling,2026-04-27 11:03:17
181,tokopedia.com,https://www.tokopedia.com/tagihan/pgn,non-gambling,2026-04-27 11:03:17
182,tokopedia.com,https://www.tokopedia.com/tv-kabel,non-gambling,2026-04-27 11:03:17
183,tokopedia.com,https://www.tokopedia.com/streaming,non-gambling,2026-04-27 11:03:17
184,tokopedia.com,https://www.tokopedia.com/tokopedia-card,non-gambling,2026-04-27 11:03:17
185,tokopedia.com,https://www.tokopedia.com/angsuran/mobil,non-gambling,2026-04-27 11:03:17
186,tokopedia.com,https://www.tokopedia.com/angsuran/motor,non-gambling,2026-04-27 11:03:17
187,tokopedia.com,https://www.tokopedia.com/angsuran/laptop,non-gambling,2026-04-27 11:03:17
188,tokopedia.com,https://www.tokopedia.com/angsuran/hp,non-gambling,2026-04-27 11:03:17
189,tokopedia.com,https://www.tokopedia.com/p/elektronik,non-gambling,2026-04-27 11:03:17
190,tokopedia.com,https://www.tokopedia.com/pinjaman-online,non-gambling,2026-04-27 11:03:17
191,tokopedia.com,https://www.tokopedia.com/token-listrik,non-gambling,2026-04-27 11:03:17
192,tokopedia.com,https://www.tokopedia.com/voucher-game,non-gambling,2026-04-27 11:03:17
193,tokopedia.com,https://www.tokopedia.com/voucher,non-gambling,2026-04-27 11:03:17
194,tokopedia.com,https://www.tokopedia.com/pln/tagihan-listrik,non-gambling,2026-04-27 11:03:17
195,tokopedia.com,https://www.tokopedia.com/tagihan/pdam,non-gambling,2026-04-27 11:03:17
196,tokopedia.com,https://www.tokopedia.com/tagihan/bpjs-kesehatan,non-gambling,2026-04-27 11:03:17
197,tokopedia.com,https://www.tokopedia.com/tagihan/bpjs-ketenagakerjaan,non-gambling,2026-04-27 11:03:17
198,tokopedia.com,https://www.tokopedia.com/tagihan/pascabayar,non-gambling,2026-04-27 11:03:17
199,tokopedia.com,https://www.tokopedia.com/tagihan/kartu-kredit,non-gambling,2026-04-27 11:03:17
200,tokopedia.com,https://www.tokopedia.com/p/handphone-tablet/handphone,non-gambling,2026-04-27 11:03:17
201,tokopedia.com,https://www.tokopedia.com/angsuran/mandiri-tunas-finance,non-gambling,2026-04-27 11:03:17
202,tokopedia.com,https://www.tokopedia.com/angsuran/aeon,non-gambling,2026-04-27 11:03:17
203,tokopedia.com,https://www.tokopedia.com/angsuran/al-ijarah-finance,non-gambling,2026-04-27 11:03:17
204,tokopedia.com,https://www.tokopedia.com/angsuran/mega-auto-finance,non-gambling,2026-04-27 11:03:17
205,tokopedia.com,https://www.tokopedia.com/angsuran/arthaprima-finance,non-gambling,2026-04-27 11:03:17
206,tokopedia.com,https://www.tokopedia.com/angsuran/mega-central-finance,non-gambling,2026-04-27 11:03:17
207,tokopedia.com,https://www.tokopedia.com/angsuran/astra,non-gambling,2026-04-27 11:03:17
208,tokopedia.com,https://www.tokopedia.com/angsuran/mega-finance,non-gambling,2026-04-27 11:03:17
209,tokopedia.com,https://www.tokopedia.com/angsuran/mpm-finance,non-gambling,2026-04-27 11:03:17
210,tokopedia.com,https://www.tokopedia.com/angsuran/bfi-finance,non-gambling,2026-04-27 11:03:17
211,tokopedia.com,https://www.tokopedia.com/angsuran/mitra-dana-top-finance,non-gambling,2026-04-27 11:03:17
212,tokopedia.com,https://www.tokopedia.com/angsuran/bimafinance,non-gambling,2026-04-27 11:03:17
213,tokopedia.com,https://www.tokopedia.com/angsuran/mizuho-balimor-finance,non-gambling,2026-04-27 11:03:17
214,tokopedia.com,https://www.tokopedia.com/angsuran/bpr-kredit-mandiri,non-gambling,2026-04-27 11:03:17
215,tokopedia.com,https://www.tokopedia.com/angsuran/baf,non-gambling,2026-04-27 11:03:17
216,tokopedia.com,https://www.tokopedia.com/angsuran/nsc-finance,non-gambling,2026-04-27 11:03:17
217,tokopedia.com,https://www.tokopedia.com/angsuran/radana-finance,non-gambling,2026-04-27 11:03:17
218,tokopedia.com,https://www.tokopedia.com/angsuran/smart-multi-finance,non-gambling,2026-04-27 11:03:17
219,tokopedia.com,https://www.tokopedia.com/angsuran/indomobil-finance,non-gambling,2026-04-27 11:03:17
220,tokopedia.com,https://www.tokopedia.com/angsuran/kreditplus,non-gambling,2026-04-27 11:03:17
221,tokopedia.com,https://www.tokopedia.com/angsuran/woka-finance,non-gambling,2026-04-27 11:03:17
222,tokopedia.com,https://www.tokopedia.com/angsuran/olympindo,non-gambling,2026-04-27 11:03:17
223,tokopedia.com,https://www.tokopedia.com/angsuran/taralite,non-gambling,2026-04-27 11:03:17
224,tokopedia.com,https://www.tokopedia.com/angsuran/kredivo,non-gambling,2026-04-27 11:03:17
225,tokopedia.com,https://www.tokopedia.com/angsuran/suzuki-finance,non-gambling,2026-04-27 11:03:17
226,tokopedia.com,https://www.tokopedia.com/angsuran/home-credit,non-gambling,2026-04-27 11:03:17
227,tokopedia.com,https://www.tokopedia.com/angsuran/trihamas-finance,non-gambling,2026-04-27 11:03:17
228,tokopedia.com,https://www.tokopedia.com/partner,non-gambling,2026-04-27 11:03:17
229,tokopedia.com,https://www.tokopedia.com/partner/digital-aggregator,non-gambling,2026-04-27 11:03:17
230,tokopedia.com,https://www.tokopedia.com/partner/bms,non-gambling,2026-04-27 11:03:17
231,tokopedia.com,https://www.tokopedia.com/partner/bulk-payment,non-gambling,2026-04-27 11:03:17
232,tokopedia.com,https://www.tokopedia.com/daftar-halaman,non-gambling,2026-04-27 11:03:17
233,tokopedia.com,https://www.tokopedia.com/pajak,non-gambling,2026-04-27 11:03:17
234,tokopedia.com,https://www.tokopedia.com/donasi-online,non-gambling,2026-04-27 11:03:17
235,tokopedia.com,https://www.tokopedia.com/retribusi,non-gambling,2026-04-27 11:03:17
236,tokopedia.com,https://www.tokopedia.com/belajar,non-gambling,2026-04-27 11:03:17
237,tokopedia.com,https://www.tokopedia.com/roaming,non-gambling,2026-04-27 11:03:17
238,tokopedia.com,https://www.tokopedia.com/produk-digital,non-gambling,2026-04-27 11:03:17
239,tokopedia.com,https://www.tokopedia.com/deals,non-gambling,2026-04-27 11:03:17
240,tokopedia.com,https://www.tokopedia.com/careers,non-gambling,2026-04-27 11:03:17
241,tokopedia.com,https://www.tokopedia.com/deals/jakarta,non-gambling,2026-04-27 11:03:17
242,tokopedia.com,https://www.tokopedia.com/deals/bali,non-gambling,2026-04-27 11:03:17
243,tokopedia.com,https://www.tokopedia.com/deals/bandung,non-gambling,2026-04-27 11:03:17
244,tokopedia.com,https://www.tokopedia.com/deals/surabaya,non-gambling,2026-04-27 11:03:17
245,tokopedia.com,https://www.tokopedia.com/deals/medan,non-gambling,2026-04-27 11:03:17
246,blibli.com,https://blibli.com/p/byebye-fever-bayi-plaster-kompres-demam-bayi-box-isi-10/is--aph-70194-00203-00001,non-gambling,2026-04-27 11:03:18
247,detik.com,https://www.detik.com/signature-awards,non-gambling,2026-04-27 11:03:18
248,detik.com,https://www.detik.com/community-connect,non-gambling,2026-04-27 11:03:18
249,tokopedia.com,https://kamus.tokopedia.com/a,non-gambling,2026-04-27 11:03:18
250,tokopedia.com,https://kamus.tokopedia.com/b,non-gambling,2026-04-27 11:03:18
251,tokopedia.com,https://kamus.tokopedia.com/c,non-gambling,2026-04-27 11:03:18
252,tokopedia.com,https://kamus.tokopedia.com/d,non-gambling,2026-04-27 11:03:18
253,tokopedia.com,https://kamus.tokopedia.com/e,non-gambling,2026-04-27 11:03:18
254,tokopedia.com,https://kamus.tokopedia.com/f,non-gambling,2026-04-27 11:03:18
255,tokopedia.com,https://kamus.tokopedia.com/g,non-gambling,2026-04-27 11:03:18
256,tokopedia.com,https://kamus.tokopedia.com/h,non-gambling,2026-04-27 11:03:18
257,tokopedia.com,https://kamus.tokopedia.com/i,non-gambling,2026-04-27 11:03:18
258,tokopedia.com,https://kamus.tokopedia.com/j,non-gambling,2026-04-27 11:03:18
259,tokopedia.com,https://kamus.tokopedia.com/k,non-gambling,2026-04-27 11:03:18
260,tokopedia.com,https://kamus.tokopedia.com/l,non-gambling,2026-04-27 11:03:18
261,tokopedia.com,https://kamus.tokopedia.com/m,non-gambling,2026-04-27 11:03:18
262,tokopedia.com,https://kamus.tokopedia.com/n,non-gambling,2026-04-27 11:03:18
263,tokopedia.com,https://kamus.tokopedia.com/o,non-gambling,2026-04-27 11:03:18
264,tokopedia.com,https://kamus.tokopedia.com/p,non-gambling,2026-04-27 11:03:18
265,tokopedia.com,https://kamus.tokopedia.com/q,non-gambling,2026-04-27 11:03:18
266,tokopedia.com,https://kamus.tokopedia.com/r,non-gambling,2026-04-27 11:03:18
267,tokopedia.com,https://kamus.tokopedia.com/s,non-gambling,2026-04-27 11:03:18
268,tokopedia.com,https://kamus.tokopedia.com/t,non-gambling,2026-04-27 11:03:18
269,tokopedia.com,https://kamus.tokopedia.com/u,non-gambling,2026-04-27 11:03:18
270,tokopedia.com,https://kamus.tokopedia.com/v,non-gambling,2026-04-27 11:03:18
271,tokopedia.com,https://kamus.tokopedia.com/w,non-gambling,2026-04-27 11:03:18
272,tokopedia.com,https://kamus.tokopedia.com/x,non-gambling,2026-04-27 11:03:18
273,tokopedia.com,https://kamus.tokopedia.com/y,non-gambling,2026-04-27 11:03:18
274,tokopedia.com,https://kamus.tokopedia.com/z,non-gambling,2026-04-27 11:03:18
275,tokopedia.com,https://kamus.tokopedia.com/%23,non-gambling,2026-04-27 11:03:18
276,tokopedia.com,https://www.tokopedia.com/privacy,non-gambling,2026-04-27 11:03:18
277,tokopedia.com,https://www.tokopedia.com/resolution-center/inbox/buyer,non-gambling,2026-04-27 11:03:18
278,tokopedia.com,https://www.tokopedia.com/contact-us.pl,non-gambling,2026-04-27 11:03:18
279,tokopedia.com,https://www.tokopedia.com/bantuan/218066503-syarat-dan-ketentuan-pembelian-pulsa,non-gambling,2026-04-27 11:03:18
280,tokopedia.com,https://www.tokopedia.com/hp/product,non-gambling,2026-04-27 11:03:18
281,tokopedia.com,https://www.tokopedia.com/hp/review,non-gambling,2026-04-27 11:03:18
